RowId,Speed_Diff
857,Medium
858,Low
859,Medium
860,None
861,Low
862,High
863,Medium
864,None
865,None
866,None
867,High
868,Medium
869,None
870,Medium
871,None
872,Low
873,Medium
874,Low
875,Medium
876,Medium
877,Medium
878,None
879,Medium
880,Low
881,Medium
882,High
883,Medium
884,Low
885,Medium
886,Medium
887,High
888,None
889,None
890,High
891,Low
892,None
893,Very_High
894,High
895,Medium
896,None
897,None
898,Medium
899,High
900,Medium
901,None
902,Medium
903,Medium
904,Very_High
905,Very_High
906,Medium
907,Low
908,Medium
909,Medium
910,None
911,Medium
912,None
913,None
914,Medium
915,Medium
916,None
917,Medium
918,Low
919,None
920,Medium
921,None
922,High
923,None
924,None
925,High
926,Medium
927,None
928,Medium
929,Medium
930,None
931,Very_High
932,None
933,Medium
934,Medium
935,None
936,Medium
937,None
938,Low
939,Low
940,Low
941,Medium
942,None
943,Low
944,None
945,None
946,High
947,None
948,High
949,High
950,High
951,None
952,Low
953,Medium
954,High
955,None
956,Medium
957,High
958,Medium
959,None
960,None
961,None
962,None
963,None
964,None
965,None
966,Medium
967,None
968,Medium
969,None
970,None
971,Low
972,Medium
973,None
974,Medium
975,Medium
976,Very_High
977,None
978,High
979,High
980,None
981,Low
982,None
983,None
984,None
985,High
986,None
987,Low
988,High
989,None
990,None
991,None
992,Medium
993,High
994,None
995,Medium
996,Medium
997,Very_High
998,None
999,None
1000,None
1001,Low
1002,None
1003,None
1004,Medium
1005,High
1006,Medium
1007,None
1008,Medium
1009,High
1010,None
1011,Very_High
1012,None
1013,None
1014,None
1015,Medium
1016,Low
1017,None
1018,Low
1019,Medium
1020,Medium
1021,Low
1022,Medium
1023,Medium
1024,None
1025,None
1026,Medium
1027,None
1028,Low
1029,Medium
1030,Very_High
1031,Very_High
1032,Low
1033,Very_High
1034,Low
1035,None
1036,High
1037,Low
1038,High
1039,None
1040,Low
1041,Medium
1042,Low
1043,Medium
1044,Very_High
1045,Medium
1046,Very_High
1047,Very_High
1048,Very_High
1049,Medium
1050,Medium
1051,None
1052,None
1053,Medium
1054,None
1055,None
1056,High
1057,None
1058,Low
1059,High
1060,High
1061,None
1062,None
1063,None
1064,None
1065,Medium
1066,Medium
1067,Low
1068,High
1069,Medium
1070,None
1071,High
1072,Medium
1073,Very_High
1074,None
1075,High
1076,Very_High
1077,None
1078,High
1079,Medium
1080,None
1081,High
1082,None
1083,Medium
1084,None
1085,High
1086,Medium
1087,High
1088,High
1089,High
1090,Low
1091,None
1092,High
1093,Low
1094,Medium
1095,None
1096,Medium
1097,None
1098,None
1099,High
1100,None
1101,None
1102,High
1103,None
1104,None
1105,None
1106,Low
1107,None
1108,None
1109,Medium
1110,None
1111,None
1112,None
1113,Medium
1114,Low
1115,Low
1116,None
1117,High
1118,Medium
1119,None
1120,High
1121,Very_High
1122,Low
1123,None
1124,Medium
1125,Low
1126,None
1127,None
1128,High
1129,None
1130,Medium
1131,Medium
1132,Low
1133,Very_High
1134,Medium
1135,Very_High
1136,Medium
1137,Medium
1138,Very_High
1139,Medium
1140,None
1141,None
1142,None
1143,Medium
1144,Medium
1145,None
1146,None
1147,None
1148,None
1149,High
1150,None
1151,High
1152,None
1153,Medium
1154,Medium
1155,High
1156,None
1157,Medium
1158,None
1159,Medium
1160,None
1161,Medium
1162,Low
1163,None
1164,None
1165,Medium
1166,None
1167,None
1168,None
1169,None
1170,None
1171,Low
1172,Medium
1173,Medium
1174,High
1175,None
1176,High
1177,None
1178,None
1179,Medium
1180,High
1181,None
1182,Low
1183,None
1184,None
1185,Medium
1186,Medium
1187,Medium
1188,None
1189,None
1190,Medium
1191,None
1192,Medium
1193,None
1194,Low
1195,Low
1196,Medium
1197,None
1198,None
1199,High
1200,High
1201,Very_High
1202,None
1203,Medium
1204,Low
1205,Medium
1206,None
1207,High
1208,Medium
1209,Medium
1210,High
1211,Medium
1212,None
1213,Low
1214,Medium
1215,None
1216,High
1217,Low
1218,None
1219,None
1220,None
1221,None
1222,None
1223,None
1224,None
1225,None
1226,None
1227,Medium
1228,Medium
1229,Medium
1230,High
1231,Medium
1232,Medium
1233,None
1234,Medium
1235,None
1236,Low
1237,Low
1238,None
1239,Low
1240,None
1241,High
1242,None
1243,None
1244,None
1245,None
1246,None
1247,Medium
1248,None
1249,Low
1250,Very_High
1251,High
1252,None
1253,None
1254,High
1255,None
1256,Medium
1257,None
1258,None
1259,Low
1260,Medium
1261,None
1262,High
1263,None
1264,Medium
1265,Medium
1266,None
1267,Medium
1268,Low
1269,None
1270,Medium
1271,Medium
1272,Medium
1273,Medium
1274,None
1275,Medium
1276,Medium
1277,None
1278,None
1279,None
1280,None
1281,Medium
1282,High
1283,High
1284,High
1285,High
1286,Medium
1287,High
1288,Medium
1289,High
1290,None
1291,None
1292,None
1293,None
1294,Medium
1295,None
1296,None
1297,High
1298,None
1299,None
1300,None
1301,Medium
1302,None
1303,High
1304,None
1305,Low
1306,Medium
1307,None
1308,None
1309,Medium
1310,Medium
1311,Low
1312,High
1313,None
1314,Low
1315,Medium
1316,Low
1317,None
1318,High
1319,Medium
1320,Low
1321,None
1322,Very_High
1323,None
1324,Medium
1325,Medium
1326,High
1327,None
1328,Medium
1329,Medium
1330,Medium
1331,None
1332,High
1333,Very_High
1334,Medium
1335,None
1336,None
1337,None
1338,None
1339,None
1340,High
1341,None
1342,None
1343,None
1344,Low
1345,Medium
1346,Medium
1347,None
1348,Low
1349,None
1350,High
1351,Medium
1352,None
1353,Low
1354,None
1355,None
1356,None
1357,Medium
1358,None
1359,High
1360,None
1361,None
1362,Low
1363,Low
1364,Medium
1365,None
1366,None
1367,None
1368,None
1369,Medium
1370,Low
1371,Medium
1372,None
1373,Medium
1374,Low
1375,Medium
1376,None
1377,None
1378,None
1379,None
1380,Low
1381,Medium
1382,Medium
1383,Medium
1384,None
1385,Medium
1386,Medium
1387,Low
1388,None
1389,None
1390,Medium
1391,None
1392,None
1393,High
1394,None
1395,Medium
1396,None
1397,High
1398,None
1399,Medium
1400,Very_High
1401,None
1402,None
1403,Medium
1404,Low
1405,Medium
1406,High
1407,High
1408,None
1409,Very_High
1410,High
1411,Low
1412,Medium
1413,High
1414,Medium
1415,None
1416,Low
1417,Medium
1418,None
1419,High
1420,Very_High
1421,None
1422,Medium
1423,Medium
1424,High
1425,None
1426,Low
1427,High
1428,Low
1429,High
1430,None
1431,Very_High
1432,None
1433,Medium
1434,High
1435,Very_High
1436,High
1437,Low
1438,Medium
1439,None
1440,Medium
1441,Medium
1442,Medium
1443,High
1444,None
1445,High
1446,None
1447,Medium
1448,None
1449,Medium
1450,Low
1451,Medium
1452,None
1453,None
1454,None
1455,None
1456,Low
1457,None
1458,Medium
1459,None
1460,Medium
1461,Medium
1462,None
1463,Medium
1464,Low
1465,Medium
1466,None
1467,Medium
1468,Very_High
1469,Low
1470,None
1471,Medium
1472,None
1473,Medium
1474,Medium
1475,Medium
1476,Medium
1477,None
1478,Low
1479,None
1480,High
1481,Low
1482,Low
1483,None
1484,None
1485,None
1486,Low
1487,Medium
1488,None
1489,High
1490,Low
1491,Medium
1492,None
1493,None
1494,None
1495,High
1496,None
1497,None
1498,None
1499,Very_High
1500,Medium
