RowId,Speed_Diff
1345,Very_High
1346,Medium
1347,Low
1348,None
1349,None
1350,Very_High
1351,Medium
1352,None
1353,Low
1354,None
1355,None
1356,None
1357,Medium
1358,Low
1359,High
1360,Low
1361,Low
1362,Low
1363,Low
1364,Medium
1365,None
1366,None
1367,None
1368,None
1369,Medium
1370,Low
1371,Low
1372,None
1373,High
1374,None
1375,Medium
1376,None
1377,None
1378,None
1379,None
1380,Low
1381,Medium
1382,Medium
1383,Medium
1384,None
1385,Medium
1386,Medium
1387,Low
1388,Medium
1389,None
1390,None
1391,Low
1392,None
1393,Very_High
1394,None
1395,Low
1396,None
1397,High
1398,None
1399,Medium
1400,High
1401,None
1402,Medium
1403,High
1404,Low
1405,High
1406,High
1407,High
1408,Low
1409,Very_High
1410,High
1411,Low
1412,Medium
1413,Medium
1414,Medium
1415,None
1416,Low
1417,Medium
1418,None
1419,High
1420,Very_High
1421,None
1422,High
1423,Medium
1424,Very_High
1425,Medium
1426,Low
1427,Medium
1428,Low
1429,High
1430,None
1431,Very_High
1432,None
1433,Medium
1434,Medium
1435,Very_High
1436,High
1437,Medium
1438,Medium
1439,Low
1440,High
1441,High
1442,Medium
1443,High
1444,Medium
1445,High
1446,Low
1447,Medium
1448,None
1449,Medium
1450,Low
1451,High
1452,None
1453,None
1454,Low
1455,None
1456,Low
1457,Medium
1458,Medium
1459,None
1460,High
1461,High
1462,None
1463,Low
1464,Medium
1465,Medium
1466,None
1467,Medium
1468,High
1469,None
1470,None
1471,Medium
1472,None
1473,Medium
1474,Medium
1475,Medium
1476,Medium
1477,High
1478,Medium
1479,None
1480,High
1481,Low
1482,Very_High
1483,Low
1484,None
1485,Low
1486,Medium
1487,Medium
1488,None
1489,Very_High
1490,None
1491,Medium
1492,Low
1493,None
1494,None
1495,High
1496,Low
1497,None
1498,None
1499,Very_High
1500,Low
